sad,https://www.youtube.com/watch?v=dstuitW8PWM
sad,https://www.youtube.com/watch?v=K3Qzzggn--s
sad,https://www.youtube.com/watch?v=eaJHysi5tYg
sad,https://www.youtube.com/watch?v=IjZ75qI5BOk
sad,https://www.youtube.com/watch?v=V1Pl8CzNzCw
sad,https://www.youtube.com/watch?v=2FFdYZ1ZsbA
sad,https://www.youtube.com/watch?v=gMOYSd0hv9M
sad,https://www.youtube.com/watch?v=5ado75KpV9w
sad,https://www.youtube.com/watch?v=OOgvDiXl6hA
sad,https://www.youtube.com/watch?v=-WvTTzoZE34
neutral,https://www.youtube.com/watch?v=YWN81V7ojOE
neutral,https://www.youtube.com/watch?v=K09_5IsgGe8
neutral,https://www.youtube.com/watch?v=tIKQqvt-sWM
neutral,https://www.youtube.com/watch?v=2SUwOgmvzK4
neutral,https://www.youtube.com/watch?v=8JW6qzPCkE8
neutral,https://www.youtube.com/watch?v=F9KzxESmhHQ
neutral,https://www.youtube.com/watch?v=qnSziXvNJTQ
neutral,https://www.youtube.com/watch?v=WNcsUNKlAKw
neutral,https://www.youtube.com/watch?v=8YqvOLfkwq8
neutral,https://www.youtube.com/watch?v=E3QiD99jPAg
happy,https://www.youtube.com/watch?v=Vjw92oUduEM
happy,https://www.youtube.com/watch?v=_ZyD4n5zqxA
happy,https://www.youtube.com/watch?v=psuRGfAaju4
happy,https://www.youtube.com/watch?v=H5NqIsnyTG8
happy,https://www.youtube.com/watch?v=1tk1pqwrOys
happy,https://www.youtube.com/watch?v=VSucxMB_Z6k
happy,https://www.youtube.com/watch?v=6JCLY0Rlx6Q
happy,https://www.youtube.com/watch?v=ngzC_8zqInk
happy,https://www.youtube.com/watch?v=v97FPN2US2o
happy,https://www.youtube.com/watch?v=UkzNJ88hmIE
angry,https://www.youtube.com/watch?v=IaMdHBoPuJA
angry,https://www.youtube.com/watch?v=PLYEdzr7_O0
angry,https://www.youtube.com/watch?v=0tn6nWYNK3Q
angry,https://www.youtube.com/watch?v=dy90tA3TT1c
angry,https://www.youtube.com/watch?v=5NPBIwQyPWE
angry,https://www.youtube.com/watch?v=s8QYxmpuyxg
angry,https://www.youtube.com/watch?v=7lbr74Oa964
angry,https://www.youtube.com/watch?v=Eo-KmOd3i7s
angry,https://www.youtube.com/watch?v=VuNIsY6JdUw
angry,https://www.youtube.com/watch?v=-N4jf6rtyuw
surprised,https://www.youtube.com/watch?v=nPv3-214dUo
surprised,https://www.youtube.com/watch?v=M93qXQWaBdE
surprised,https://www.youtube.com/watch?v=kLp_Hh6DKWc
surprised,https://www.youtube.com/watch?v=BTthtlT80Rc
surprised,https://www.youtube.com/watch?v=XqZsoesa55w
surprised,https://www.youtube.com/watch?v=p3YdcQg7cE8
surprised,https://www.youtube.com/watch?v=AeUeLzBO0go
surprised,https://www.youtube.com/watch?v=5KNEZJ6KkLI
surprised,https://www.youtube.com/watch?v=YKBw6CikgzA
surprised,https://www.youtube.com/watch?v=7YvAYIJSSZY